TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TX_DURING_WEEKEND,TX_DURING_NIGHT
1164,2023-11-19 07:09:04,193,543,47.67,112144,1,0,0,1,0
1165,2023-11-19 07:09:57,31,8,7.14,112197,1,0,0,1,0
1166,2023-11-19 07:11:06,29,839,44.96,112266,1,0,0,1,0
1167,2023-11-19 07:11:54,467,100,91.41,112314,1,0,0,1,0
1168,2023-11-19 07:12:55,223,958,75.79,112375,1,0,0,1,0
1169,2023-11-19 07:15:54,394,77,49.27,112554,1,0,0,1,0
1170,2023-11-19 07:16:46,35,228,48.0,112606,1,0,0,1,0
1171,2023-11-19 07:16:59,493,212,3.34,112619,1,0,0,1,0
1172,2023-11-19 07:17:03,400,777,27.02,112623,1,0,0,1,0
1173,2023-11-19 07:20:56,93,871,38.61,112856,1,0,0,1,0
1174,2023-11-19 07:22:29,201,569,117.18,112949,1,0,0,1,0
1175,2023-11-19 07:22:38,180,238,14.26,112958,1,0,0,1,0
1176,2023-11-19 07:22:55,79,46,58.4,112975,1,0,0,1,0
1177,2023-11-19 07:25:50,202,682,52.79,113150,1,0,0,1,0
1178,2023-11-19 07:28:36,361,662,173.28,113316,1,1,1,1,0
1179,2023-11-19 07:30:57,117,757,54.69,113457,1,0,0,1,0
1180,2023-11-19 07:31:06,413,932,7.12,113466,1,0,0,1,0
1181,2023-11-19 07:31:23,65,994,15.59,113483,1,0,0,1,0
1182,2023-11-19 07:31:54,243,549,79.93,113514,1,0,0,1,0
1183,2023-11-19 07:32:43,312,406,86.92,113563,1,0,0,1,0
1184,2023-11-19 07:34:54,248,355,75.64,113694,1,0,0,1,0
1185,2023-11-19 07:35:59,20,565,6.42,113759,1,0,0,1,0
1186,2023-11-19 07:36:31,121,557,26.21,113791,1,0,0,1,0
1187,2023-11-19 07:38:40,246,484,49.3,113920,1,0,0,1,0
1188,2023-11-19 07:39:21,158,8,43.21,113961,1,0,0,1,0
1189,2023-11-19 07:41:37,474,300,7.41,114097,1,0,0,1,0
1190,2023-11-19 07:45:19,30,276,58.69,114319,1,0,0,1,0
1191,2023-11-19 07:45:53,43,82,34.41,114353,1,0,0,1,0
1192,2023-11-19 07:45:55,406,130,166.56,114355,1,1,1,1,0
1193,2023-11-19 07:47:01,22,65,45.81,114421,1,0,0,1,0
1194,2023-11-19 07:47:40,65,543,4.13,114460,1,0,0,1,0
1195,2023-11-19 07:47:43,485,545,18.61,114463,1,0,0,1,0
1196,2023-11-19 07:50:33,485,969,37.6,114633,1,0,0,1,0
1197,2023-11-19 07:50:46,224,267,36.38,114646,1,0,0,1,0
1198,2023-11-19 07:51:24,82,565,23.93,114684,1,0,0,1,0
1199,2023-11-19 07:55:28,381,58,6.32,114928,1,0,0,1,0
1200,2023-11-19 07:55:42,201,385,59.62,114942,1,0,0,1,0
1201,2023-11-19 07:55:43,159,210,36.59,114943,1,0,0,1,0
1202,2023-11-19 07:55:49,281,702,136.11,114949,1,1,1,1,0
1203,2023-11-19 07:57:04,339,791,76.34,115024,1,0,0,1,0
1204,2023-11-19 07:57:06,272,537,20.64,115026,1,0,0,1,0
1205,2023-11-19 07:58:12,270,119,31.3,115092,1,0,0,1,0
1206,2023-11-19 07:58:45,230,738,14.65,115125,1,0,0,1,0
1207,2023-11-19 08:02:26,71,388,31.34,115346,1,0,0,1,0
1208,2023-11-19 08:04:11,140,423,161.63,115451,1,1,1,1,0
1209,2023-11-19 08:04:21,98,92,7.67,115461,1,0,0,1,0
1210,2023-11-19 08:05:29,423,595,21.02,115529,1,0,0,1,0
1211,2023-11-19 08:07:06,148,765,9.29,115626,1,0,0,1,0
1212,2023-11-19 08:07:25,398,153,14.53,115645,1,0,0,1,0
1213,2023-11-19 08:08:37,306,576,39.76,115717,1,0,0,1,0
1214,2023-11-19 08:10:58,411,10,144.43,115858,1,1,1,1,0
1215,2023-11-19 08:11:06,201,175,73.99,115866,1,0,0,1,0
1216,2023-11-19 08:12:25,168,437,27.81,115945,1,0,0,1,0
1217,2023-11-19 08:13:25,435,63,15.6,116005,1,0,0,1,0
1218,2023-11-19 08:14:03,370,466,15.08,116043,1,0,0,1,0
1219,2023-11-19 08:14:37,228,827,69.81,116077,1,0,0,1,0
1220,2023-11-19 08:15:32,318,340,91.1,116132,1,0,0,1,0
1221,2023-11-19 08:21:27,234,408,74.93,116487,1,0,0,1,0
1222,2023-11-19 08:23:49,461,96,75.7,116629,1,0,0,1,0
1223,2023-11-19 08:24:49,215,97,21.06,116689,1,0,0,1,0
1224,2023-11-19 08:25:22,314,336,95.3,116722,1,0,0,1,0
1225,2023-11-19 08:25:58,62,152,69.66,116758,1,0,0,1,0
1226,2023-11-19 08:26:07,409,359,96.13,116767,1,0,0,1,0
1227,2023-11-19 08:27:18,48,719,115.2,116838,1,0,0,1,0
1228,2023-11-19 08:27:50,376,137,103.49,116870,1,0,0,1,0
1229,2023-11-19 08:28:02,209,595,42.98,116882,1,0,0,1,0
1230,2023-11-19 08:28:27,116,643,44.48,116907,1,0,0,1,0
1231,2023-11-19 08:28:47,305,708,120.06,116927,1,1,1,1,0
1232,2023-11-19 08:30:29,423,595,20.77,117029,1,0,0,1,0
1233,2023-11-19 08:31:27,388,967,21.02,117087,1,0,0,1,0
1234,2023-11-19 08:35:46,440,450,24.31,117346,1,0,0,1,0
1235,2023-11-19 08:36:14,336,776,14.49,117374,1,0,0,1,0
1236,2023-11-19 08:36:19,154,788,34.12,117379,1,0,0,1,0
1237,2023-11-19 08:37:44,367,801,5.08,117464,1,0,0,1,0
1238,2023-11-19 08:37:44,166,637,107.87,117464,1,0,0,1,0
1239,2023-11-19 08:38:19,387,240,73.66,117499,1,0,0,1,0
1240,2023-11-19 08:39:11,273,238,21.4,117551,1,0,0,1,0
1241,2023-11-19 08:40:27,322,187,56.76,117627,1,0,0,1,0
1242,2023-11-19 08:42:18,181,803,76.77,117738,1,0,0,1,0
1243,2023-11-19 08:42:25,108,910,57.36,117745,1,0,0,1,0
1244,2023-11-19 08:42:32,118,599,203.94,117752,1,1,1,1,0
1245,2023-11-19 08:42:38,400,524,43.38,117758,1,0,0,1,0
1246,2023-11-19 08:45:03,379,341,20.8,117903,1,0,0,1,0
1247,2023-11-19 08:45:39,321,371,7.27,117939,1,0,0,1,0
1248,2023-11-19 08:46:10,322,269,32.67,117970,1,0,0,1,0
1249,2023-11-19 08:46:44,382,43,10.94,118004,1,0,0,1,0
1250,2023-11-19 08:48:23,32,141,67.35,118103,1,0,0,1,0
1251,2023-11-19 08:50:56,335,80,48.78,118256,1,0,0,1,0
1252,2023-11-19 08:50:57,36,817,10.95,118257,1,0,0,1,0
1253,2023-11-19 08:51:03,380,801,53.92,118263,1,0,0,1,0
1254,2023-11-19 08:51:06,0,330,54.72,118266,1,0,0,1,0
1255,2023-11-19 08:53:33,31,46,6.53,118413,1,0,0,1,0
1256,2023-11-19 08:53:49,399,0,114.07,118429,1,0,0,1,0
1257,2023-11-19 08:54:41,388,217,22.6,118481,1,0,0,1,0
1258,2023-11-19 08:56:18,346,891,63.92,118578,1,0,0,1,0
1259,2023-11-19 08:56:28,209,218,27.79,118588,1,0,0,1,0
1260,2023-11-19 08:57:19,178,899,29.45,118639,1,0,0,1,0
1261,2023-11-19 08:57:34,382,849,5.89,118654,1,0,0,1,0
1262,2023-11-19 08:59:04,166,134,90.27,118744,1,0,0,1,0
1263,2023-11-19 08:59:15,79,958,40.61,118755,1,0,0,1,0
1264,2023-11-19 09:00:09,448,857,85.85,118809,1,0,0,1,0
1265,2023-11-19 09:00:25,139,825,15.53,118825,1,0,0,1,0
1266,2023-11-19 09:01:57,348,697,106.66,118917,1,0,0,1,0
1267,2023-11-19 09:03:33,430,554,8.51,119013,1,0,0,1,0
1268,2023-11-19 09:03:57,333,447,51.85,119037,1,0,0,1,0
1269,2023-11-19 09:04:46,37,337,7.88,119086,1,0,0,1,0
1270,2023-11-19 09:05:03,180,799,5.59,119103,1,0,0,1,0
1271,2023-11-19 09:05:28,8,117,2.19,119128,1,0,0,1,0
1272,2023-11-19 09:07:28,78,482,92.13,119248,1,0,0,1,0
1273,2023-11-19 09:07:36,247,472,10.91,119256,1,0,0,1,0
1274,2023-11-19 09:08:16,81,355,51.06,119296,1,0,0,1,0
1275,2023-11-19 09:09:10,59,610,25.52,119350,1,0,0,1,0
1276,2023-11-19 09:09:50,358,628,49.19,119390,1,0,0,1,0
1277,2023-11-19 09:09:53,389,606,46.0,119393,1,0,0,1,0
1278,2023-11-19 09:10:57,112,960,50.57,119457,1,0,0,1,0
1279,2023-11-19 09:12:47,8,115,6.08,119567,1,0,0,1,0
1280,2023-11-19 09:12:51,100,390,2.47,119571,1,0,0,1,0
1281,2023-11-19 09:13:54,81,80,59.75,119634,1,0,0,1,0
1282,2023-11-19 09:14:13,195,15,54.03,119653,1,0,0,1,0
1283,2023-11-19 09:15:16,292,514,31.92,119716,1,0,0,1,0
1284,2023-11-19 09:15:49,155,11,35.31,119749,1,0,0,1,0
1285,2023-11-19 09:15:49,349,545,111.68,119749,1,0,0,1,0
1286,2023-11-19 09:16:01,348,391,161.11,119761,1,1,1,1,0
1287,2023-11-19 09:16:41,169,506,20.04,119801,1,0,0,1,0
1288,2023-11-19 09:16:53,37,337,20.17,119813,1,0,0,1,0
1289,2023-11-19 09:17:42,302,36,12.81,119862,1,0,0,1,0
1290,2023-11-19 09:17:57,218,255,33.14,119877,1,0,0,1,0
1291,2023-11-19 09:18:31,108,489,1.49,119911,1,0,0,1,0
1292,2023-11-19 09:18:38,139,950,36.98,119918,1,0,0,1,0
1293,2023-11-19 09:18:44,359,819,115.58,119924,1,0,0,1,0
1294,2023-11-19 09:18:48,228,827,93.91,119928,1,0,0,1,0
1295,2023-11-19 09:21:35,458,120,99.53,120095,1,0,0,1,0
1296,2023-11-19 09:21:41,214,990,15.7,120101,1,0,0,1,0
1297,2023-11-19 09:22:59,236,464,111.38,120179,1,0,0,1,0
1298,2023-11-19 09:23:19,166,652,59.0,120199,1,0,0,1,0
1299,2023-11-19 09:23:51,335,398,48.4,120231,1,0,0,1,0
1300,2023-11-19 09:24:05,452,417,15.57,120245,1,0,0,1,0
1301,2023-11-19 09:25:27,6,986,26.3,120327,1,0,0,1,0
1302,2023-11-19 09:26:51,237,96,18.56,120411,1,0,0,1,0
1303,2023-11-19 09:27:38,292,114,27.08,120458,1,0,0,1,0
1304,2023-11-19 09:27:53,148,642,16.48,120473,1,0,0,1,0
1305,2023-11-19 09:29:49,440,120,16.09,120589,1,0,0,1,0
1306,2023-11-19 09:30:05,97,136,8.74,120605,1,0,0,1,0
1307,2023-11-19 09:30:07,409,359,96.99,120607,1,0,0,1,0
1308,2023-11-19 09:30:47,178,292,22.98,120647,1,0,0,1,0
1309,2023-11-19 09:31:12,161,806,12.44,120672,1,0,0,1,0
1310,2023-11-19 09:32:21,299,88,8.26,120741,1,0,0,1,0
1311,2023-11-19 09:32:22,417,879,29.18,120742,1,0,0,1,0
1312,2023-11-19 09:32:40,452,113,173.21,120760,1,1,1,1,0
1313,2023-11-19 09:33:07,335,784,35.32,120787,1,0,0,1,0
1314,2023-11-19 09:33:10,180,58,1.83,120790,1,0,0,1,0
1315,2023-11-19 09:33:56,40,306,91.75,120836,1,0,0,1,0
1316,2023-11-19 09:35:08,387,168,83.6,120908,1,0,0,1,0
1317,2023-11-19 09:35:23,449,631,65.71,120923,1,0,0,1,0
1318,2023-11-19 09:36:36,457,107,38.95,120996,1,0,0,1,0
1319,2023-11-19 09:37:25,267,400,7.79,121045,1,0,0,1,0
1320,2023-11-19 09:40:54,149,102,52.61,121254,1,0,0,1,0
1321,2023-11-19 09:41:17,467,16,50.67,121277,1,0,0,1,0
1322,2023-11-19 09:41:57,171,205,83.82,121317,1,0,0,1,0
1323,2023-11-19 09:42:02,439,684,36.61,121322,1,0,0,1,0
1324,2023-11-19 09:42:33,347,681,25.69,121353,1,0,0,1,0
1325,2023-11-19 09:44:13,125,565,128.59,121453,1,1,1,1,0
1326,2023-11-19 09:44:42,114,567,74.81,121482,1,0,0,1,0
1327,2023-11-19 09:44:54,452,417,80.42,121494,1,0,0,1,0
1328,2023-11-19 09:45:41,435,683,50.92,121541,1,0,0,1,0
1329,2023-11-19 09:45:48,418,565,60.76,121548,1,0,0,1,0
1330,2023-11-19 09:46:26,19,24,18.88,121586,1,0,0,1,0
1331,2023-11-19 09:48:07,168,328,83.17,121687,1,0,0,1,0
1332,2023-11-19 09:49:09,98,42,5.66,121749,1,0,0,1,0
1333,2023-11-19 09:51:42,329,793,67.83,121902,1,0,0,1,0
1334,2023-11-19 09:53:06,299,410,5.0,121986,1,0,0,1,0
1335,2023-11-19 09:53:51,498,25,42.16,122031,1,0,0,1,0
1336,2023-11-19 09:53:52,9,824,71.88,122032,1,0,0,1,0
1337,2023-11-19 09:54:24,118,683,54.58,122064,1,0,0,1,0
1338,2023-11-19 09:54:39,246,549,117.8,122079,1,0,0,1,0
1339,2023-11-19 09:55:11,129,110,33.49,122111,1,0,0,1,0
1340,2023-11-19 09:55:17,288,26,85.0,122117,1,0,0,1,0
1341,2023-11-19 09:57:45,311,951,41.61,122265,1,0,0,1,0
1342,2023-11-19 09:58:18,481,747,20.48,122298,1,0,0,1,0
1343,2023-11-19 09:58:39,254,693,45.66,122319,1,0,0,1,0
1344,2023-11-19 09:58:44,312,38,107.99,122324,1,0,0,1,0
1345,2023-11-19 09:58:54,286,30,46.78,122334,1,0,0,1,0
1346,2023-11-19 10:00:48,28,410,35.35,122448,1,0,0,1,0
1347,2023-11-19 10:01:23,343,929,20.77,122483,1,0,0,1,0
1348,2023-11-19 10:02:46,444,395,13.37,122566,1,0,0,1,0
1349,2023-11-19 10:03:58,465,218,25.63,122638,1,0,0,1,0
1350,2023-11-19 10:04:16,335,80,125.05,122656,1,1,1,1,0
1351,2023-11-19 10:05:45,161,37,32.01,122745,1,0,0,1,0
1352,2023-11-19 10:05:59,59,379,21.69,122759,1,0,0,1,0
1353,2023-11-19 10:06:39,94,223,44.75,122799,1,0,0,1,0
1354,2023-11-19 10:07:24,407,921,38.82,122844,1,0,0,1,0
1355,2023-11-19 10:08:23,440,450,20.46,122903,1,0,0,1,0
1356,2023-11-19 10:11:33,395,130,64.92,123093,1,0,0,1,0
1357,2023-11-19 10:12:19,71,325,167.7,123139,1,1,1,1,0
1358,2023-11-19 10:13:09,115,754,54.14,123189,1,0,0,1,0
1359,2023-11-19 10:15:36,490,307,91.46,123336,1,0,0,1,0
1360,2023-11-19 10:15:37,387,240,82.14,123337,1,0,0,1,0
1361,2023-11-19 10:15:51,81,585,94.58,123351,1,0,0,1,0
1362,2023-11-19 10:16:40,394,332,52.48,123400,1,0,0,1,0
1363,2023-11-19 10:17:17,168,328,96.25,123437,1,0,0,1,0
1364,2023-11-19 10:18:58,134,528,129.74,123538,1,1,1,1,0
1365,2023-11-19 10:19:25,55,683,51.45,123565,1,0,0,1,0
1366,2023-11-19 10:20:40,165,511,12.68,123640,1,0,0,1,0
1367,2023-11-19 10:21:40,367,776,5.82,123700,1,0,0,1,0
1368,2023-11-19 10:22:50,322,711,53.42,123770,1,0,0,1,0
1369,2023-11-19 10:23:56,118,683,85.95,123836,1,0,0,1,0
1370,2023-11-19 10:24:25,129,110,51.05,123865,1,0,0,1,0
1371,2023-11-19 10:24:47,30,367,121.62,123887,1,1,1,1,0
1372,2023-11-19 10:27:17,430,981,34.54,124037,1,0,0,1,0
1373,2023-11-19 10:29:09,91,357,49.3,124149,1,0,0,1,0
1374,2023-11-19 10:31:36,140,574,110.75,124296,1,0,0,1,0
1375,2023-11-19 10:31:38,336,300,23.94,124298,1,0,0,1,0
1376,2023-11-19 10:32:20,214,665,17.86,124340,1,0,0,1,0
1377,2023-11-19 10:32:54,416,953,3.08,124374,1,0,0,1,0
1378,2023-11-19 10:34:24,427,712,19.79,124464,1,0,0,1,0
1379,2023-11-19 10:35:35,88,934,22.04,124535,1,0,0,1,0
1380,2023-11-19 10:36:52,407,921,40.18,124612,1,0,0,1,0
1381,2023-11-19 10:39:05,7,563,8.24,124745,1,0,0,1,0
1382,2023-11-19 10:39:30,228,453,30.41,124770,1,0,0,1,0
1383,2023-11-19 10:39:46,368,283,23.71,124786,1,0,0,1,0
1384,2023-11-19 10:40:22,202,682,58.5,124822,1,0,0,1,0
1385,2023-11-19 10:40:35,285,465,20.59,124835,1,0,0,1,0
1386,2023-11-19 10:41:43,414,663,78.43,124903,1,0,0,1,0
1387,2023-11-19 10:42:21,414,663,40.22,124941,1,0,0,1,0
1388,2023-11-19 10:44:03,407,921,57.13,125043,1,0,0,1,0
1389,2023-11-19 10:45:15,220,828,76.16,125115,1,0,0,1,0
1390,2023-11-19 10:45:18,222,14,8.43,125118,1,0,0,1,0
1391,2023-11-19 10:45:20,158,4,96.23,125120,1,0,0,1,0
1392,2023-11-19 10:45:31,212,321,111.57,125131,1,0,0,1,0
1393,2023-11-19 10:46:22,216,456,8.98,125182,1,0,0,1,0
1394,2023-11-19 10:46:24,28,88,100.91,125184,1,0,0,1,0
1395,2023-11-19 10:46:24,80,740,8.05,125184,1,0,0,1,0
1396,2023-11-19 10:46:30,369,70,93.81,125190,1,0,0,1,0
1397,2023-11-19 10:47:17,414,274,20.32,125237,1,0,0,1,0
1398,2023-11-19 10:47:18,270,214,1.11,125238,1,0,0,1,0
1399,2023-11-19 10:47:48,114,807,119.88,125268,1,0,0,1,0
1400,2023-11-19 10:49:39,456,799,37.54,125379,1,0,0,1,0
1401,2023-11-19 10:50:49,237,341,37.72,125449,1,0,0,1,0
1402,2023-11-19 10:51:34,97,888,5.82,125494,1,0,0,1,0
1403,2023-11-19 10:53:03,343,785,16.85,125583,1,0,0,1,0
1404,2023-11-19 10:53:39,40,505,26.68,125619,1,0,0,1,0
1405,2023-11-19 10:54:19,191,810,87.18,125659,1,0,0,1,0
1406,2023-11-19 10:54:56,189,185,19.75,125696,1,0,0,1,0
1407,2023-11-19 10:55:21,248,591,31.99,125721,1,0,0,1,0
1408,2023-11-19 10:56:46,325,132,66.25,125806,1,0,0,1,0
1409,2023-11-19 10:57:56,135,49,81.65,125876,1,0,0,1,0
1410,2023-11-19 11:00:26,156,699,55.46,126026,1,0,0,1,0
1411,2023-11-19 11:01:21,392,446,83.45,126081,1,0,0,1,0
1412,2023-11-19 11:04:08,258,104,106.57,126248,1,0,0,1,0
1413,2023-11-19 11:04:41,388,353,14.34,126281,1,0,0,1,0
1414,2023-11-19 11:06:48,229,690,135.04,126408,1,1,1,1,0
1415,2023-11-19 11:07:12,154,29,79.98,126432,1,0,0,1,0
1416,2023-11-19 11:07:25,84,854,55.39,126445,1,0,0,1,0
1417,2023-11-19 11:07:31,48,525,116.41,126451,1,0,0,1,0
1418,2023-11-19 11:07:46,181,923,53.65,126466,1,0,0,1,0
1419,2023-11-19 11:08:17,6,163,24.52,126497,1,0,0,1,0
1420,2023-11-19 11:08:33,341,611,151.05,126513,1,1,1,1,0
1421,2023-11-19 11:09:16,33,350,110.59,126556,1,0,0,1,0
1422,2023-11-19 11:09:37,301,888,5.51,126577,1,0,0,1,0
1423,2023-11-19 11:10:59,76,389,16.57,126659,1,0,0,1,0
1424,2023-11-19 11:12:33,410,966,42.64,126753,1,0,0,1,0
1425,2023-11-19 11:13:20,424,331,23.5,126800,1,0,0,1,0
1426,2023-11-19 11:15:19,386,693,60.88,126919,1,0,0,1,0
1427,2023-11-19 11:15:37,375,511,29.79,126937,1,0,0,1,0
1428,2023-11-19 11:16:25,415,853,58.07,126985,1,0,0,1,0
1429,2023-11-19 11:16:35,485,851,33.27,126995,1,0,0,1,0
1430,2023-11-19 11:18:14,202,964,22.6,127094,1,0,0,1,0
1431,2023-11-19 11:19:08,189,185,43.27,127148,1,0,0,1,0
1432,2023-11-19 11:20:04,167,871,69.68,127204,1,0,0,1,0
1433,2023-11-19 11:21:14,34,809,90.07,127274,1,0,0,1,0
1434,2023-11-19 11:23:57,95,208,83.65,127437,1,0,0,1,0
1435,2023-11-19 11:25:02,419,863,8.4,127502,1,0,0,1,0
1436,2023-11-19 11:25:30,340,837,32.35,127530,1,0,0,1,0
1437,2023-11-19 11:25:46,460,660,11.79,127546,1,0,0,1,0
1438,2023-11-19 11:26:19,168,729,90.08,127579,1,0,0,1,0
1439,2023-11-19 11:27:06,458,120,112.69,127626,1,0,0,1,0
1440,2023-11-19 11:27:13,414,940,18.82,127633,1,0,0,1,0
1441,2023-11-19 11:28:05,405,577,41.48,127685,1,0,0,1,0
1442,2023-11-19 11:28:15,116,782,69.11,127695,1,0,0,1,0
1443,2023-11-19 11:29:00,325,132,9.38,127740,1,0,0,1,0
1444,2023-11-19 11:30:31,198,28,94.66,127831,1,0,0,1,0
1445,2023-11-19 11:31:02,237,18,37.65,127862,1,0,0,1,0
1446,2023-11-19 11:31:19,96,706,73.04,127879,1,0,0,1,0
1447,2023-11-19 11:31:57,115,565,38.8,127917,1,0,0,1,0
1448,2023-11-19 11:34:15,279,454,52.56,128055,1,0,0,1,0
1449,2023-11-19 11:35:51,270,959,22.46,128151,1,0,0,1,0
1450,2023-11-19 11:36:48,25,17,121.8,128208,1,1,1,1,0
1451,2023-11-19 11:38:00,377,183,17.57,128280,1,0,0,1,0
1452,2023-11-19 11:38:04,59,102,16.28,128284,1,0,0,1,0
1453,2023-11-19 11:38:31,473,568,26.11,128311,1,0,0,1,0
1454,2023-11-19 11:39:07,388,967,12.7,128347,1,0,0,1,0
1455,2023-11-19 11:40:30,306,940,101.4,128430,1,0,0,1,0
1456,2023-11-19 11:43:00,260,64,103.81,128580,1,0,0,1,0
1457,2023-11-19 11:44:21,442,853,17.68,128661,1,0,0,1,0
1458,2023-11-19 11:44:32,491,859,25.06,128672,1,0,0,1,0
1459,2023-11-19 11:44:43,170,656,10.45,128683,1,0,0,1,0
1460,2023-11-19 11:45:49,235,347,7.02,128749,1,0,0,1,0
1461,2023-11-19 11:47:26,181,923,62.86,128846,1,0,0,1,0
1462,2023-11-19 11:47:26,62,152,42.45,128846,1,0,0,1,0
1463,2023-11-19 11:50:07,37,337,20.0,129007,1,0,0,1,0
1464,2023-11-19 11:50:19,239,891,105.53,129019,1,0,0,1,0
1465,2023-11-19 11:52:03,153,149,3.37,129123,1,0,0,1,0
1466,2023-11-19 11:53:09,167,439,28.92,129189,1,0,0,1,0
1467,2023-11-19 11:53:14,29,335,115.6,129194,1,0,0,1,0
1468,2023-11-19 11:53:56,78,72,46.48,129236,1,0,0,1,0
1469,2023-11-19 11:54:36,266,820,7.03,129276,1,0,0,1,0
1470,2023-11-19 11:55:03,233,148,32.37,129303,1,0,0,1,0
1471,2023-11-19 11:55:40,428,694,12.26,129340,1,0,0,1,0
1472,2023-11-19 11:55:53,389,503,30.67,129353,1,0,0,1,0
1473,2023-11-19 11:56:08,402,801,102.79,129368,1,0,0,1,0
1474,2023-11-19 11:56:37,499,961,101.93,129397,1,0,0,1,0
1475,2023-11-19 11:57:32,95,761,123.51,129452,1,1,1,1,0
1476,2023-11-19 11:57:48,239,216,105.93,129468,1,0,0,1,0
1477,2023-11-19 11:58:18,104,272,17.38,129498,1,0,0,1,0
1478,2023-11-19 11:58:22,89,740,26.77,129502,1,0,0,1,0
1479,2023-11-19 11:58:58,147,999,66.12,129538,1,0,0,1,0
1480,2023-11-19 11:59:01,381,902,12.96,129541,1,0,0,1,0
1481,2023-11-19 12:00:05,389,187,150.39,129605,1,1,1,1,0
1482,2023-11-19 12:01:20,295,822,55.28,129680,1,0,0,1,0
1483,2023-11-19 12:01:29,255,836,25.34,129689,1,0,0,1,0
1484,2023-11-19 12:01:42,12,690,55.61,129702,1,0,0,1,0
1485,2023-11-19 12:01:49,400,534,44.99,129709,1,0,0,1,0
1486,2023-11-19 12:04:57,120,681,21.12,129897,1,0,0,1,0
1487,2023-11-19 12:06:11,35,406,76.93,129971,1,0,0,1,0
1488,2023-11-19 12:06:34,38,607,13.17,129994,1,0,0,1,0
1489,2023-11-19 12:07:16,275,691,32.58,130036,1,0,0,1,0
1490,2023-11-19 12:07:33,358,464,21.92,130053,1,0,0,1,0
1491,2023-11-19 12:08:48,131,474,63.69,130128,1,0,0,1,0
1492,2023-11-19 12:09:24,409,664,68.21,130164,1,0,0,1,0
1493,2023-11-19 12:09:49,156,376,62.29,130189,1,0,0,1,0
1494,2023-11-19 12:10:25,271,393,4.0,130225,1,0,0,1,0
1495,2023-11-19 12:11:39,114,664,69.78,130299,1,0,0,1,0
1496,2023-11-19 12:11:40,68,901,33.21,130300,1,0,0,1,0
1497,2023-11-19 12:12:25,149,626,88.42,130345,1,0,0,1,0
1498,2023-11-19 12:12:25,132,465,6.13,130345,1,0,0,1,0
1499,2023-11-19 12:13:34,233,381,30.8,130414,1,0,0,1,0
1500,2023-11-19 12:16:59,497,113,14.42,130619,1,0,0,1,0
1501,2023-11-19 12:18:01,40,751,83.09,130681,1,0,0,1,0
1502,2023-11-19 12:18:21,36,206,13.04,130701,1,0,0,1,0
1503,2023-11-19 12:19:34,186,664,72.01,130774,1,0,0,1,0
1504,2023-11-19 12:23:28,440,613,36.83,131008,1,0,0,1,0
1505,2023-11-19 12:25:02,356,736,71.87,131102,1,0,0,1,0
1506,2023-11-19 12:25:36,250,66,43.17,131136,1,0,0,1,0
1507,2023-11-19 12:27:09,238,231,20.3,131229,1,0,0,1,0
1508,2023-11-19 12:27:22,318,506,31.05,131242,1,0,0,1,0
1509,2023-11-19 12:29:07,310,251,139.52,131347,1,1,1,1,0
1510,2023-11-19 12:29:14,121,750,31.02,131354,1,0,0,1,0
1511,2023-11-19 12:30:27,111,854,87.56,131427,1,0,0,1,0
1512,2023-11-19 12:30:41,108,910,78.57,131441,1,0,0,1,0
1513,2023-11-19 12:31:21,96,980,5.64,131481,1,0,0,1,0
1514,2023-11-19 12:33:18,130,972,8.73,131598,1,0,0,1,0
1515,2023-11-19 12:33:42,488,648,14.23,131622,1,0,0,1,0
1516,2023-11-19 12:33:58,125,690,87.69,131638,1,0,0,1,0
1517,2023-11-19 12:34:29,194,419,68.52,131669,1,0,0,1,0
1518,2023-11-19 12:34:34,62,107,47.16,131674,1,0,0,1,0
1519,2023-11-19 12:34:37,223,958,42.36,131677,1,0,0,1,0
1520,2023-11-19 12:34:46,148,303,93.73,131686,1,0,0,1,0
1521,2023-11-19 12:36:04,152,671,17.11,131764,1,0,0,1,0
1522,2023-11-19 12:36:07,266,27,3.91,131767,1,0,0,1,0
1523,2023-11-19 12:38:25,120,711,24.79,131905,1,0,0,1,0
1524,2023-11-19 12:38:25,407,69,39.5,131905,1,0,0,1,0
1525,2023-11-19 12:39:02,496,828,68.74,131942,1,0,0,1,0
1526,2023-11-19 12:39:36,267,596,4.3,131976,1,0,0,1,0
1527,2023-11-19 12:40:09,398,724,17.54,132009,1,0,0,1,0
1528,2023-11-19 12:41:07,298,854,55.19,132067,1,0,0,1,0
1529,2023-11-19 12:41:11,281,545,142.68,132071,1,1,1,1,0
1530,2023-11-19 12:41:58,449,448,93.74,132118,1,0,0,1,0
1531,2023-11-19 12:42:04,369,184,93.95,132124,1,0,0,1,0
1532,2023-11-19 12:42:47,182,293,39.91,132167,1,0,0,1,0
1533,2023-11-19 12:43:03,6,468,19.33,132183,1,0,0,1,0
1534,2023-11-19 12:43:28,174,586,39.58,132208,1,0,0,1,0
1535,2023-11-19 12:45:02,471,609,15.0,132302,1,0,0,1,0
1536,2023-11-19 12:46:30,314,342,48.46,132390,1,0,0,1,0
1537,2023-11-19 12:47:15,298,565,19.06,132435,1,0,0,1,0
